CID	CAS	CanonicalSmiles	xlogp	tpsa
34488	29173-31-7	CN(C(=O)CSP(=S)(C)OC)C(=O)OC	113.0	1.3
9555	335-76-2	C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	37.3	6.3
24738	22936-86-3	CC(C)NC1=NC(=NC(=N1)NC2CC2)Cl	62.7	2.6
6917674	98753-19-6	CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCC5)C(=O)[O-]	207.0	0.9
19188	122-59-8	C1=CC=C(C=C1)OCC(=O)O	46.5	1.3
12767886	14168-01-5	C1C(CC2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	0.0	5.2
18170	3012-37-1	C1=CC=C(C=C1)CSC#N	49.1	2.0
7492	100-25-4	C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-]	91.6	1.5
441082	546-06-5	CC1C2CCC3C2(CCC4C3CC=C5C4(CCC(C5)N(C)C)C)CN1C	6.5	4.9
81063	6587-45-7	CCOP(=S)(CC)OC1=CC=C(C=C1)S(=O)C	86.8	2.2
135398740	82410-32-0	C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N	135.0	-2.5
5497182	24880-45-3	CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)O	37.3	6.7
7912	108-18-9	CC(C)NC(C)C	12.0	1.4
357853	52079-23-9	C1COC(=O)C1O	46.5	-0.4
88685	20769-85-1	CC(C)(C(=O)Br)Br	17.1	2.2
208649	32773-59-4	C1=CC(=C(C=C1Cl)Cl)OCC(=O)NC(CCC(=O)O)C(=O)O	113.0	2.0
3087788	116337-72-5	CCCC(=O)C1=CC2=C(C=C1)NC(=O)C(O2)(C)C	55.4	2.0
6494	77-75-8	CCC(C)(C#C)O	20.2	0.8
33791	27355-22-2	C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)C(=O)O1	26.3	3.2
9833444	25126-32-3	CSCCC(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)N	486.0	-2.6
17046	2425-79-8	C1C(O1)COCCCCOCC2CO2	43.5	0.0
55936	89426-89-1	C1=CC2=C(C=C1C(=O)N)NC(=N2)C(F)(F)F	71.8	1.7
16989	2402-78-0	C1=CC(=NC(=C1)Cl)Cl	12.9	2.2
192197	84-16-2 	CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O	40.5	5.2
61056	123-17-1	CC(C)CC(C)CC(CC(C)C)O	20.2	4.3
6921	88-16-4	C1=CC=C(C(=C1)C(F)(F)F)Cl	0.0	3.5
68741	119169-78-7	CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CC=C4C3(CCC(=C4)C(=O)O)C	66.4	5.1
7470	99-94-5	CC1=CC=C(C=C1)C(=O)O	37.3	2.3
62829	28434-00-6	CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C	43.4	4.8
32888	25331-92-4	CCC1=C(NC2=C1C(=O)C(CC2)CN3CCC4(CC3)OCCO4)C	54.6	2.1
5355863	298-01-1	CC(=CC(=O)OC)OP(=O)(OC)OC	71.1	1.2
83119	13080-86-9	CC(C)(C1=CC=C(C=C1)OC2=CC=C(C=C2)N)C3=CC=C(C=C3)OC4=CC=C(C=C4)N	70.5	6.4
65452	55134-13-9	CCC(C1C(CC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C)C(=O)O	161.0	6.2
5360807	25999-20-6	CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)O)O	134.0	6.4
81729	7300-34-7	C(CCOCCCN)COCCCN	70.5	-0.5
10342051	66230-04-4	CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3	59.3	6.2
60857	139264-17-8	CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3	57.4	2.2
92935	2601-89-0	C(C(C#N)Cl)Cl	23.8	1.2
32322	24353-88-6	CCCC(C)(COC(=O)N)COC(=O)NC1CC1	90.7	1.7
3039625	50901-84-3	CC1C(CC(=N1)N)C2=CC=CC=C2	38.4	0.9
11027582	185119-76-0	CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)I)C(=O)OC	158.0	2.2
123619	202409-33-4	CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C	68.3	3.3
71563	640-68-6	CC(C)C(C(=O)O)N	63.3	-2.3
15050	1445-45-0	CC(OC)(OC)OC	27.7	0.2
264852	1823-31-0	CC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)C	0.0	5.4
76857	3337-62-0	C1=C(C=C(C(=C1Br)O)Br)C(=O)O	57.5	3.3
221178	1770-80-5	CCCCOC(=O)C1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)OCCCC	52.6	5.2
4932	54063-53-5	CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O	58.6	3.3
2724189	2231-57-4	C(=S)(NN)NN	108.0	-1.0
24210	7560-83-0	CN(C1CCCCC1)C2CCCCC2	3.2	3.7
35935	31793-07-4	CC(C1=CC(=C(C=C1)N2CC=CC2)Cl)C(=O)O	40.5	2.9
21845	5632-47-3	C1CN(CCN1)N=O	44.7	0.2
75576	2467-03-0	C1=CC=C(C(=C1)CC2=CC=C(C=C2)O)O	40.5	3.2
6080	550-53-8	CC(C)NC(C)C(C1=C(C=CC(=C1)OC)OC)O	50.7	1.8
637759	122-57-6	CC(=O)C=CC1=CC=CC=C1	17.1	2.1
5354883	104-65-4	C1=CC=C(C=C1)C=CCOC=O	26.3	2.5
76423	3032-55-1	CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]	165.0	1.7
444020	83480-29-9	C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO	154.0	-4.1
8499	121-98-2	COC1=CC=C(C=C1)C(=O)OC	35.5	2.3
8830	141-03-7	CCCCOC(=O)CCC(=O)OCCCC	52.6	2.9
18787	3366-61-8	CC(=O)NC1=CC=C(C=C1)C2=CC=C(C=C2)N	55.1	1.7
10436	504-15-4	CC1=CC(=CC(=C1)O)O	40.5	1.6
5320128	3790-78-1	CC(=CCCC(=CCCC(C)(C=C)O)C)C	20.2	4.6
67692	350-57-2	C1=CC=C(C=C1)OC(C(F)F)(F)F	9.2	3.6
7992	109-53-5	CC(C)COC=C	9.2	2.2
8034	110-12-3	CC(C)CCC(=O)C	17.1	1.9
2444	118-23-0	CN(C)CCOC(C1=CC=CC=C1)C2=CC=C(C=C2)Br	12.5	4.0
70450	996-05-4	CCCSP(=S)(C)SCCC	82.7	3.8
16850	2321-07-5	C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O	76.0	3.4
67686	350-12-9	C1N(CSC(=S)N1CC2=CC=CC=C2)CC3=CC=CC=C3	63.9	4.3
13580	929-17-9	C(CCCN)CCC(=O)O	63.3	-3.0
5377323	1222-98-6	C1=CC=C(C=C1)C(=O)C=CC2=CC=C(C=C2)[N+](=O)[O-]	62.9	2.9
11698	597-25-1	COP(=O)(N1CCOCC1)OC	48.0	-0.7
16072	1966-58-1	CNC(=O)OCC1=CC(=C(C=C1)Cl)Cl	38.3	2.7
70324	939-97-9	CC(C)(C)C1=CC=C(C=C1)C=O	17.1	3.1
84474	14489-75-9	CNCC1=CC=CC2=CC=CC=C21	12.0	2.6
44112	62658-63-3	CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3	63.4	4.7
170556	41672-81-5	CCCCCCCCCCCCCCCC(=O)N1CC(CC1C(=O)O)OC(=O)CCCCCCCCCCCCCCC	83.9	14.1
7964	108-90-7	C1=CC=C(C=C1)Cl	0.0	2.9
4770	673-31-4	C1=CC=C(C=C1)CCCOC(=O)N	52.3	2.0
7060	91-63-4	CC1=NC2=CC=CC=C2C=C1	12.9	2.6
9576097	57052-04-7	CC(C)C=NN1C(=O)C(=NN=C1SC)C(C)(C)C	82.7	3.5
43584	3212-26-8	C12C(C3C4C(C1O3)O4)C5(C(=C(C2(C5(Cl)Cl)Cl)Cl)Cl)Cl	21.8	2.8
8834	141-14-0	CCC(=O)OCCC(C)CCC=C(C)C	26.3	4.2
62572	5405-41-4	CCOC(=O)CC(C)O	46.5	0.2
35330	30392-40-6	CC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)C(CNC(C)(C)C)O)OC(=O)C3=CC=C(C=C3)C	84.9	5.2
6456	76-83-5	C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)Cl	0.0	5.0
7526	100-75-4	C1CCN(CC1)N=O	32.7	0.4
12393	629-70-9	CCCCCCCCCCCCCCCCOC(=O)C	26.3	7.7
91715	72850-64-7	C1=CC=C(C=C1)COC(=O)C2=C(N=C(S2)Cl)C(F)(F)F	67.4	4.5
18935	3445-42-9	CC(C)C1=CC=C(C=C1)C(C)(C)O	20.2	2.8
9147	203-64-5	C1C2=CC=CC3=C2C4=C(C=CC=C41)C=C3	0.0	4.4
74390	1716-09-2	CCOP(=S)(OCC)OC1=CC(=C(C=C1)SC)C	85.1	5.0
7805	106-38-7	CC1=CC=C(C=C1)Br	0.0	3.4
2120	51411-04-2	C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CC(=O)O	74.7	1.7
62342	93-96-9	CC(C1=CC=CC=C1)OC(C)C2=CC=CC=C2	9.2	3.9
14254476	106904-09-0	CC1=C(C=CC(=C1Cl)C(=O)O)S(=O)(=O)C	79.8	1.7
72157	61570-90-9	CCCOC1=CC2=C(C=C1)N=C(S2)NC(=O)OC	88.7	3.2
83270	13255-50-0	CC(C)NC(=O)C1=CC=C(C=C1)C=O	46.2	1.5
6420241	112-91-4	CCCCCCCCC=CCCCCCCCC#N	23.8	7.1
5362853	35702-75-1	COCC=CCCCC=C	9.2	2.5
7402	98-69-1	CCC1=CC=C(C=C1)S(=O)(=O)O	62.8	1.5
8633	134-09-8	CC1CCC(C(C1)OC(=O)C2=CC=CC=C2N)C(C)C	52.3	5.1
3033626	75820-08-5	CC1C2=CC=CC=C2CN1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N	101.0	2.1
20414	4390-04-9	CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C	0.0	7.3
3039865	51356-11-7	CCOP(=O)(OCC)SCN1C(=O)C=CC(=N1)C	93.5	0.3
94355	13893-53-3	CC(C)C(C)(C#N)N	49.8	0.6
21116179	16500-53-1	CCOP(=S)(OCC)SCCC(=C(F)F)F	75.9	3.4
74523	1792-17-2	CCCCNC(=O)NCCCC	41.1	2.2
7945	108-64-5	CCOC(=O)CC(C)C	26.3	1.7
5281107	54573-75-0	CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C	40.5	6.3
5708341	10023-54-8	CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC(=C1)C=CC3=CC=CC=C3Cl)Cl	28.2	7.7
8365	118-61-6	CCOC(=O)C1=CC=CC=C1O	46.5	3.0
3021295	88599-37-5	COC(=O)C1=C(C=CC(=C1)Cl)OC(=O)N	78.6	2.6
7333	97-39-2	CC1=CC=CC=C1NC(=NC2=CC=CC=C2C)N	50.4	3.1
93291	53874-66-1	C1=CC=C(C=C1)OC2=CC=CC(=C2)CCl	9.2	3.8
3053407	69915-63-5	CC(C)CCCC1CCC(CC1)(C)C(=O)NCC(=O)O	66.4	4.2
3062584	98519-01-8	CC1C(OC(O1)(CN2C=NC=N2)C3=CC4=CC(=CC(=C4O3)Cl)Cl)C	62.3	3.4
3024465	95719-24-7	CC1=C(C=CC(=C1C)Cl)C(C)C2=CC=CC=C2	0.0	5.5
5284569	125-29-1	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4	38.8	2.2
448223	519-09-5	CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)O	66.8	-0.3
3058722	75511-25-0	CC1=C(C2=C(N1)C=CC(=C2)O)CC(=O)OCC(=O)O	99.6	1.5
20883	4755-59-3	CN(C)CCCN1C2=C(C=C(C=C2)Cl)N(C1=O)C3=CC=CC=C3	26.8	2.9
6034	59-06-3	CCOC1=C(C=CC(=C1)NC(=O)C)C(=O)OC	64.6	1.2
5284607	84-80-0	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C	34.1	10.9
13754	962-58-3	CCOP(=O)(OCC)OC1=NC(=NC(=C1)C)C(C)C	70.5	2.1
5284459	102-96-5	C1=CC=C(C=C1)C=C[N+](=O)[O-]	45.8	2.1
90571	24650-42-8	COC(C1=CC=CC=C1)(C(=O)C2=CC=CC=C2)OC	35.5	3.0
153994	167221-71-8	CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C	90.9	4.3
154341	130796-74-6	C1=CC=C2C(=C1)C=CC=C2OCC(CNC3=C4C(=NC=N3)N(C=N4)C5C(C(C(O5)CO)O)O)O	155.0	1.9
12594	1099-87-2	CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)OS(=O)(=O)O)C	89.1	2.8
5094	7681-76-7	CN1C(=CN=C1COC(=O)N)[N+](=O)[O-]	116.0	-0.4
76934	3395-91-3	COC(=O)CCBr	26.3	0.8
17429	2591-86-8	C1CCN(CC1)C=O	20.3	0.0
8016	109-83-1	CNCCO	32.3	-0.9
72098	37561-27-6	C1CN(CCN1CC2=CC3=C(C=C2)OCO3)CC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64	70.6	4.2
74134	1596-09-4	CC1=CC(=C(C=C1)O)C2CCCCC2	20.2	4.5
69765	728-40-5	CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)[N+](=O)[O-]	66.1	4.7
95416	574-06-1	CC(=O)OC(C1=CC=CC=C1)C(=O)C2=CC=CC=C2	43.4	3.2
36733	34264-24-9	CCCC(=O)CNC(=O)OC1=CC(=CC(=C1)C(C)C)C	55.4	3.7
5289394	8025-81-8	CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C	195.0	2.1
5281743	480-54-6	CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C	96.3	0.6
3225	145-73-3	C1CC2C(C(C1O2)C(=O)O)C(=O)O	83.8	-0.5
8095	111-15-9	CCOCCOC(=O)C	35.5	0.3
8573	131-67-9	CCC(C)(C#C)OC(=O)C1=CC=CC=C1C(=O)O	63.6	2.5
29636	19485-08-6	CCOC(=O)C1=CNC2=CC(=C(C=C2C1=O)OCC3CC3)OCC4CC4	73.9	3.4
70213	924-88-9	CC(C)OC(=O)CCC(=O)OC(C)C	52.6	1.5
97945	3674-13-3	CCOC(=O)C(CBr)Br	26.3	2.1
7018	90-44-8	C1C2=CC=CC=C2C(=O)C3=CC=CC=C31	17.1	3.7
16096	1975-50-4	CC1=C(C=CC=C1[N+](=O)[O-])C(=O)O	83.1	1.6
9046	152-43-2	CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5	29.5	5.3
5095	91374-21-9	CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1	32.3	2.7
94280	4757-55-5	CC1(C2=CC=CC=C2N(C3=CC=CC=C31)CCCN(C)C)C	6.5	5.4
25912	13360-45-7	CN(C(=O)NC1=CC(=C(C=C1)Br)Cl)OC	41.6	3.1
11587850	119462-56-5	CC1=CC(=O)N(C1=O)CC2=CC(=CC=C2)CN3C(=O)C=C(C3=O)C	74.8	0.8
86160	118134-30-8	CCCN(CC)CC1COC2(O1)CCC(CC2)C(C)(C)C	21.7	4.2
6436118	93738-40-0	CC1=C(C(=CC=C1)Cl)NC(=O)C=C2N(C(=O)CS2)C	74.7	2.2
3068069	82875-38-5	CC1=C(SC(=N1)C2=CC(=C(C=C2)OC)OC)C(=O)N	103.0	2.2
65016	161814-49-9	CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N	140.0	2.9
90121	23485-79-2	CC(C)OP(=S)(CCl)SC1=CC=C(C=C1)OC	75.9	4.6
8846	141-32-2	CCCCOC(=O)C=C	26.3	2.4
5281077	113-18-8	CCC(C=CCl)(C#C)O	20.2	1.5
60795	129722-12-9	C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl	44.8	4.6
15376	1617-90-9	CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O	54.7	2.9
25286	10443-70-6	CCOC(=O)CCCOC1=C(C=C(C=C1)Cl)C	35.5	4.3
3086349	92448-79-8	CCC(C)(C)C1CCC(CC1)C2=C(C3=CC=CC=C3C(=O)C2=O)O	54.4	5.4
91407	25333-96-4	CCN(CC)CCOCC1=C(C(=CC(=C1)Br)Br)OC	21.7	3.7
18827	3391-86-4	CCCCCC(C=C)O	20.2	2.6
26229	122-88-3	C1=CC(=CC=C1OCC(=O)O)Cl	46.5	2.2
86287517	556-88-7	C(=N)(N)N[N+](=O)[O-]	108.0	-0.8
5281250	144-67-2	CCCCCCCCCCCCCCCC(=O)OC1CC(=C(C(C1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)OC(=O)CCCCCCCCCCCCCCC)C)C)C)C	52.6	26.7
5879	53-41-8	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O	37.3	3.7
8030	110-02-1	C1=CSC=C1	28.2	1.8
9411	314-40-9	CCC(C)N1C(=O)C(=C(NC1=O)C)Br	49.4	2.1
87671	53219-21-9	CCC(=C)CCCC(C)(C)O	20.2	3.0
69301	621-23-8	COC1=CC(=CC(=C1)OC)OC	27.7	2.0
77956	4273-98-7	C1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2N	68.5	2.2
73665	67747-09-5	CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2	47.4	4.6
79437	5415-44-1	CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C	73.0	-0.4
5385377	111-10-4	CCCCCCCCC=CCCCCCCCC(=O)OCCOC	35.5	7.4
12433	631-64-1	C(C(=O)O)(Br)Br	37.3	1.5
24352	3568-24-9	CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C	48.9	4.7
66524795	9002-96-4	CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)CCC(=O)OCCOCCOCCO)C	101.0	9.6
105447	67584-55-8	CN(CCOC(=O)C=C)S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F	72.1	3.2
5281613	520-27-4	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O	234.0	-0.8
16258	2037-95-8	C1=CC=C2C(=C1)C(=O)NC(=O)O2	55.4	1.0
71080	338-69-2	CC(C(=O)O)N	63.3	-3.0
71793	631-27-6	C1CCN(C1)NC(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl	86.9	0.9
34040	27848-84-6	CN1CC(CC2(C1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br	56.6	3.2
6917906	78113-36-7	CCCCCCCCCCCCCCCCCC(=O)NCCCCC(C(=O)O)NC(=O)CCC(C(=O)N)NC(=O)C(C)NC(=O)C(C)OC1C(C(OC(C1O)CO)O)NC(=O)C	305.0	4.4
4195	42794-76-3	COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O	93.8	-0.6
7735	105-08-8	C1CC(CCC1CO)CO	40.5	0.6
65684	17411-19-7	CC1=CC2=C(C=C1)NC3C2CN(CC3)C	15.3	2.3
36081	10411-92-4	CC(=O)OC1CCC(CC1)C(C)(C)C	26.3	3.4
80642	6338-41-6	C1=C(OC(=C1)C(=O)O)CO	70.7	0.0
864	1077-28-7	C1CSSC1CCCCC(=O)O	87.9	1.7
47959	66571-24-2	CCC1NC(=O)C2=CC=CC=C2O1	38.3	2.0
26436	14062-23-8	CCOC(=O)CC1=CC=C(C=C1)C2=CC=CC=C2	26.3	3.9
5355851	103-59-3	CC(C)C(=O)OCC=CC1=CC=CC=C1	26.3	3.3
440707	152-58-9	CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C	74.6	2.5
12376	629-15-2	C(COC=O)OC=O	52.6	0.0
7040	91-08-7	CC1=C(C=CC=C1N=C=O)N=C=O	58.9	3.9
68937	730-07-4	CCCNC(=O)C(C)NC1=CC=C(C=C1)OCC	50.4	2.9
5280906	130-01-8	CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O)C	76.1	1.1
1046	98-96-4	C1=CN=C(C=N1)C(=O)N	68.9	-0.6
17592	2686-99-9	CC1=CC(=CC(=C1C)C)OC(=O)NC	38.3	2.7
82227	7785-70-8	CC1=CCC2CC1C2(C)C	0.0	2.8
66597	87-18-3	CC(C)(C)C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O	46.5	5.5
213039	206361-99-1	CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N	149.0	2.9
200418	2047-14-5	CCOP(=S)(OCC)SCC(=O)N	119.0	1.3
6288	72-19-5	CC(C(C(=O)O)N)O	83.6	-2.9
5284513	55079-83-9	CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC	46.5	6.1
35455	30748-29-9	CC(=CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)C	40.6	3.1
22083	5827-05-4	CCS(=O)CSP(=S)(OC(C)C)OC(C)C	112.0	2.7
3039062	42136-28-7	COP(=O)(OC)OC(=C)C1=C(C=C(C=C1)Cl)Cl	44.8	3.2
3830	525-79-1	C1=COC(=C1)CNC2=NC=NC3=C2NC=N3	79.6	1.0
4132186	70568-60-4	CCCCC1CCC(CC1)O	20.2	3.2
13883	1008-65-7	C1=CC=C(C(=C1)C2=NN=CO2)O	59.2	1.1
9576081	74782-23-3	C1COC(O1)CON=C(C#N)C2=CC=CC=C2	63.8	1.7
213166	25646-22-4	C=CCNP(=O)(OCCCl)OC=C(Cl)Cl	47.6	2.3
13357	868-57-5	CCC(C)C(=O)OC	26.3	1.5
14074	1072-52-2	C1CN1CCO	23.2	-0.6
18274	3048-76-8	CC1CC2(CC(OC2=O)C)C(=O)O1	52.6	1.1
3063082	99784-08-4	COC1=C(C=C(C=C1)C2COC3=CC=CC=C3O2)O	47.9	2.8
54682651	81-82-3	CC(=O)CC(C1=CC=C(C=C1)Cl)C2=C(C3=CC=CC=C3OC2=O)O	63.6	3.3
71768	88426-33-9	CC(C)(C)C1CCC(CC1)CC2=C(C3=CC=CC=C3C(=O)C2=O)O	54.4	5.3
102709	1890-47-7	C1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C3CC(C3(F)F)(F)F	0.0	5.3
8641	134-37-2	C1=CC(=O)N(C=C1)C2=CC=CC(=C2)N	46.3	1.3
96430	35578-47-3	C1=CC(=CC=C1C(=O)C(=O)C2=CC=C(C=C2)Br)Br	34.1	4.8
7392	98-53-3	CC(C)(C)C1CCC(=O)CC1	17.1	2.6
3054551	71363-61-6	CCOP(=O)(OC=C)OC(CCl)C1=CC(=C(C=C1Cl)Cl)Cl	44.8	4.6
2817	130-16-5	C1=CC2=C(C=CC(=C2N=C1)O)Cl	33.1	2.9
40595	52963-61-8	CCOC(C1=CC(=C(C=C1)Cl)Cl)C2=NCC(N2)(C)C	33.6	3.0
7936	108-47-4	CC1=CC(=NC=C1)C	12.9	1.6
135585373	149979-41-9	CCC(=NOCC=CCl)C1=C(CC(CC1=O)C2CCOCC2)O	68.1	2.6
71905	23696-28-8	CC1=C([N+](=O)C2=CC=CC=C2N1[O-])C(=O)NCCO	95.7	-0.2
3182	479-18-5	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O	98.9	-1.8
44814460	860035-10-5	CC(C)C(=O)OC(C)OC(=O)ON1C(=O)CCC1=O	99.2	1.1
6584	79-20-9	CC(=O)OC	26.3	0.2
3372	69-23-8	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO	55.3	4.4
21273	5212-99-7	C1=CC=C(C=C1)C2=C(C(=CC(=C2)Cl)C(=O)NC3=CC(=C(C=C3)Cl)Cl)O	49.3	6.5
28531	17418-58-5	C1=CC=C(C=C1)OC2=C(C3=C(C(=C2)O)C(=O)C4=CC=CC=C4C3=O)N	89.6	4.5
110862	141-91-3	CC1CNCC(O1)C	21.3	0.3
4019	42024-98-6	CC1(CCC2CC(CC1N2C)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)C	106.0	4.5
11089	552-30-7	C1=CC2=C(C=C1C(=O)O)C(=O)OC2=O	80.7	0.8
7728	104-90-5	CCC1=CN=C(C=C1)C	12.9	2.0
10899	540-54-5	CCCCl	0.0	2.0
198655	89427-48-5	CCC(=O)NC1=CC2=C(C=C1)N=C(N2)C(F)(F)F	57.8	2.5
456201	65277-42-1 	CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl	69.1	4.3
6436176	964-82-9	CC=CCC(C1=CC=C(C=C1)C2=CC=CC=C2)C(=O)O	37.3	4.4
5283734	57333-96-7	CC(C)C(CCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O	60.7	5.3
210704	21531-91-9	CCCC(CCO)O	40.5	0.5
31272	123-86-4	CCCCOC(=O)C	26.3	1.8
369976	129298-91-5	CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)NC(=O)CCl)OC)C	89.7	2.5
197764	2511-15-1	CCCCOP(=O)(CC)SCCCC	51.6	3.1
9588003	66637-25-0	CC1(C(=NOC(=O)NC)SCC(=O)N1)C	105.0	0.6
16004	1929-82-4	C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl	12.9	3.4
6868	87-02-5	C1=CC2=C(C=C(C=C2C=C1N)S(=O)(=O)O)O	109.0	-0.9
6562	78-85-3	CC(=C)C=O	17.1	0.7
112849	62501-39-7	C1C(=NNC(=O)O1)C2=CC=CC=C2	50.7	1.5
7192	94-45-1	CCOC1=CC2=C(C=C1)N=C(S2)N	76.4	2.8
34359	28860-95-9	CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN	116.0	-2.2
8142	111-85-3	CCCCCCCCCl	0.0	4.7
